"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39760 - Image
11/22/2020 22:18:48
http://10.37.248.147/dr/202011/20201122/4___07W/0074___07WW2020112222184800SV_02.jpg
 07W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50","
 HV17323 - Image
11/22/2020 19:08:47
http://10.37.248.147/dr/202011/20201122/4___07W/0074___07WW2020112219084700SV_02.jpg
 07W - CBB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM7690 - Image
11/05/2020 23:30:08
http://10.37.248.147/njta/202011/20201105/014_25w/013014_25wW2020110523300840SV_02.jpg
 25w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40","
 TL8300 - Image
11/05/2020 23:21:58

 14w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 TL7679 - Image
11/05/2020 23:18:13
http://10.37.248.147/njta/202011/20201105/15W_07w/01315W_07wW2020110523181378SV_02.jpg
 07w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40","
 TL7499 - Image
11/05/2020 22:05:17
http://10.37.248.147/njta/202011/20201105/001_15w/013001_15wW2020110522051743SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TL7091 - Image
11/05/2020 20:40:33

 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN1191 - Image
11/05/2020 22:24:10
http://10.37.248.147/njta/202011/20201105/18E_11w/01318E_11wW2020110522241073SV_02.jpg
 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 TL7651 - Image
11/05/2020 22:22:06
http://10.37.248.147/njta/202011/20201105/18W_09w/01318W_09wW2020110522220676SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TM6743 - Image
11/05/2020 20:24:37
http://10.37.248.147/njta/202011/20201105/07A_10w/01307A_10wW2020110520243735SV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN1642 - Image
11/05/2020 21:44:11
http://10.37.248.147/drjt/202011/20201105/O78_11W/020O78_11WN2020110521441115SV_10.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 TM3180 - Image
11/05/2020 16:12:05
http://10.37.248.147/drjt/202011/20201105/O78_11W/020O78_11WN2020110516120575SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL7358 - Image
11/05/2020 20:27:18
http://10.37.248.147/njta/202011/20201105/07A_13w/01307A_13wW2020110520271829SV_02.jpg
 13w - 7A 
OPEN
$48.70
$50.00
$0.00
$98.70","
 TM5132 - Image
11/05/2020 19:57:50

 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 TM1021 - Image
11/05/2020 19:25:17
http://10.37.248.147/njta/202011/20201105/001_15w/013001_15wW2020110519251736SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TN701 - Image
11/05/2020 17:39:01

 12w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 TM1062 - Image
11/05/2020 14:13:11
http://10.37.248.147/njta/202011/20201105/013_08w/013013_08wW2020110514131138SV_02.jpg
 08w - 13 
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6223 - Image
11/05/2020 20:23:49

 10w - 12 
OPEN
$13.40
$50.00
$0.00
$63.40","
 TM4396 - Image
11/05/2020 19:49:08
http://10.37.248.147/njta/202011/20201105/013_08w/013013_08wW2020110519490818SV_02.jpg
 08w - 13 
OPEN
$7.70
$50.00
$0.00
$57.70","
 TM3761 - Image
11/05/2020 19:05:52
http://10.37.248.147/njta/202011/20201105/006_07w/013006_07wW2020110519055245SV_02.jpg
 07w - 6  
OPEN
$24.50
$50.00
$0.00
$74.50","
 TM3695 - Image
11/05/2020 17:15:42

 05w - 7  
OPEN
$50.25
$50.00
$0.00
$100.25","
 TM3738 - Image
11/05/2020 16:18:35
http://10.37.248.147/njta/202011/20201105/001_15w/013001_15wW2020110516183599SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6309 - Image
11/05/2020 18:34:49
http://10.37.248.147/njta/202011/20201105/003_05w/013003_05wW2020110518344907SV_02.jpg
 05w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55","
 TL9831 - Image
11/05/2020 16:54:35
http://10.37.248.147/njta/202011/20201105/001_15w/013001_15wW2020110516543594SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TM9980 - Image
11/05/2020 13:20:50
http://10.37.248.147/njta/202011/20201105/010_06w/013010_06wW2020110513205078SV_02.jpg
 06w - 10 
OPEN
$8.30
$50.00
$0.00
$58.30","
 TL9037 - Image
11/05/2020 05:57:19
http://10.37.248.147/njta/202011/20201105/15W_12w/01315W_12wW2020110505571920SV_02.jpg
 12w - 15W
OPEN
$11.40
$50.00
$0.00
$61.40","
 TM9431 - Image
11/05/2020 04:44:49
http://10.37.248.147/njta/202011/20201105/006_07w/013006_07wW2020110504444972SV_02.jpg
 07w - 6  
OPEN
$28.70
$50.00
$0.00
$78.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM603 - Image
11/05/2020 17:44:36
http://10.37.248.147/drba/202011/20201105/DMB_11_/016DMB_11_W2020110517443600SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL9831 - Image
11/05/2020 17:02:25
http://10.37.248.147/drba/202011/20201105/DMB_09_/016DMB_09_W2020110517022500SV_02.jpg
 09 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM6781 - Image
11/05/2020 17:37:35
http://10.37.248.147/drba/202011/20201105/DMB_11_/016DMB_11_W2020110517373500SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TN1073 - Image
11/05/2020 11:19:16
http://10.37.248.147/drba/202011/20201105/DMB_03_/016DMB_03_W2020110511191600SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN374 - Image
11/05/2020 17:17:35
http://10.37.248.147/drjt/202011/20201105/O78_11W/020O78_11WN2020110517173529SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM6006 - Image
11/05/2020 15:02:06

 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 TL7147 - Image
11/05/2020 13:50:57
http://10.37.248.147/njta/202011/20201105/001_15w/013001_15wW2020110513505700SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN701 - Image
11/05/2020 13:21:52

 18w - 18W
OPEN
$29.45
$50.00
$0.00
$79.45","
 TN1658 - Image
11/05/2020 13:05:57
http://10.37.248.147/njta/202011/20201105/001_15w/013001_15wW2020110513055706SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TL9308 - Image
11/05/2020 12:08:38
http://10.37.248.147/njta/202011/20201105/008_03w/013008_03wW2020110512083812SV_02.jpg
 03w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 TM2560 - Image
11/05/2020 09:21:00
http://10.37.248.147/njta/202011/20201105/012_13w/013012_13wW2020110509210003SV_02.jpg
 13w - 12 
OPEN
$14.90
$50.00
$0.00
$64.90","
 TL8335 - Image
11/05/2020 04:00:28
http://10.37.248.147/njta/202011/20201105/013_04w/013013_04wW2020110504002802SV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6349 - Image
11/05/2020 11:15:57
http://10.37.248.147/njta/202011/20201105/18W_09w/01318W_09wW2020110511155708SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TL9272 - Image
11/05/2020 09:50:20
http://10.37.248.147/njta/202011/20201105/001_15w/013001_15wW2020110509502087SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL9272 - Image
11/05/2020 09:56:42
http://10.37.248.147/drba/202011/20201105/DMB_03_/016DMB_03_W2020110509564200SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM3183 - Image
11/05/2020 05:52:32
http://10.37.248.147/drba/202011/20201105/DMB_11_/016DMB_11_W2020110505523200SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM6174 - Image
11/05/2020 05:06:29
http://10.37.248.147/drba/202011/20201105/DMB_04_/016DMB_04_W2020110505062900SV_02.jpg
 04 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM9561 - Image
11/05/2020 03:34:43
http://10.37.248.147/drba/202011/20201105/DMB_10_/016DMB_10_W2020110503344300SV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN166 - Image
11/05/2020 09:00:39
http://10.37.248.147/njta/202011/20201105/013_03w/013013_03wW2020110509003993SV_02.jpg
 03w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 TL8432 - Image
11/05/2020 08:28:19
http://10.37.248.147/njta/202011/20201105/008_04w/013008_04wW2020110508281953SV_02.jpg
 04w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 TL6468 - Image
11/05/2020 04:27:07
http://10.37.248.147/njta/202011/20201105/008_05w/013008_05wW2020110504270713SV_02.jpg
 05w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 TL6243 - Image
11/05/2020 04:20:43
http://10.37.248.147/njta/202011/20201105/18W_09w/01318W_09wW2020110504204304SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TN3797 - Image
11/05/2020 01:27:08
http://10.37.248.147/njta/202011/20201105/18W_08w/01318W_08wW2020110501270867SV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6915 - Image
11/05/2020 08:45:27
http://10.37.248.147/drjt/202011/20201105/EP__02W/020EP__02WN2020110508452725SV_02.jpg
 02W - E-P
OPEN
$20.00
$30.00
$0.00
$50.00","
 TL6915 - Image
11/05/2020 08:38:22
http://10.37.248.147/drjt/202011/20201105/EP__02W/020EP__02WN2020110508382245SV_02.jpg
 02W - E-P
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM9525 - Image
11/05/2020 06:45:01
http://10.37.248.147/drjt/202011/20201105/O78_11W/020O78_11WN2020110506450193SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 TL7592 - Image
11/05/2020 03:36:21
http://10.37.248.147/drjt/202011/20201105/O78_11W/020O78_11WN2020110503362149SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN636 - Image
11/05/2020 06:04:34

 05w - 4  
OPEN
$29.45
$50.00
$0.00
$79.45","
 TN3662 - Image
11/05/2020 03:36:06
http://10.37.248.147/njta/202011/20201105/004_09w/013004_09wW2020110503360666SV_02.jpg
 09w - 4  
OPEN
$2.25
$50.00
$0.00
$52.25","
 TM3851 - Image
11/05/2020 02:36:51
http://10.37.248.147/njta/202011/20201105/002_05w/013002_05wW2020110502365101SV_02.jpg
 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN3662 - Image
11/05/2020 03:46:23
http://10.37.248.147/dr/202011/20201105/1___11W/0071___11WW2020110503462300SV_02.jpg
 11W - BRB
OPEN
$37.50
$25.00
$0.00
$62.50","
 TL9111 - Image
11/05/2020 00:49:53
http://10.37.248.147/dr/202011/20201105/3___05W/0073___05WW2020110500495300SV_02.jpg
 05W - WWB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL8989 - Image
11/05/2020 02:19:37
http://10.37.248.147/njta/202011/20201105/07A_13w/01307A_13wW2020110502193730SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TM6058 - Image
11/05/2020 02:19:05
http://10.37.248.147/njta/202011/20201105/18W_08w/01318W_08wW2020110502190551SV_02.jpg
 08w - 18W
OPEN
$6.45
$50.00
$0.00
$56.45","
 TM4443 - Image
11/05/2020 01:52:01
http://10.37.248.147/njta/202011/20201105/012_13w/013012_13wW2020110501520199SV_02.jpg
 13w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 TL6028 - Image
11/05/2020 01:41:01
http://10.37.248.147/njta/202011/20201105/16W_07w/01316W_07wW2020110501410187SV_02.jpg
 07w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20","
 TM6185 - Image
11/05/2020 01:29:43
http://10.37.248.147/njta/202011/20201105/007_04w/013007_04wW2020110501294382SV_02.jpg
 04w - 7  
OPEN
$25.55
$50.00
$0.00
$75.55"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN802 - Image
11/05/2020 01:43:54
http://10.37.248.147/drjt/202011/20201105/O78_11W/020O78_11WN2020110501435490SV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM9913 - Image
11/05/2020 01:22:25
http://10.37.248.147/njta/202011/20201105/16W_07w/01316W_07wW2020110501222521SV_02.jpg
 07w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20","
 TM3410 - Image
11/05/2020 01:02:40
http://10.37.248.147/njta/202011/20201105/013_08w/013013_08wW2020110501024058SV_02.jpg
 08w - 13 
OPEN
$8.65
$50.00
$0.00
$58.65","
 TM4099 - Image
11/05/2020 00:19:58
http://10.37.248.147/njta/202011/20201105/014_22w/013014_22wW2020110500195859SV_02.jpg
 22w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40","
 TN866 - Image
11/05/2020 00:11:17
http://10.37.248.147/njta/202011/20201105/006_07w/013006_07wW2020110500111741SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 TM4099 - Image
11/05/2020 00:08:56
http://10.37.248.147/njta/202011/20201105/013_08w/013013_08wW2020110500085625SV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN866 - Image
11/04/2020 23:15:33
http://10.37.248.147/njta/202011/20201104/011_18w/013011_18wW2020110423153398SV_02.jpg
 18w - 11 
OPEN
$19.40
$50.00
$0.00
$69.40","
 TN592 - Image
11/04/2020 23:11:51
http://10.37.248.147/njta/202011/20201104/006_07w/013006_07wW2020110423115191SV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM3323 - Image
11/04/2020 23:02:28
http://10.37.248.147/njta/202011/20201104/001_15w/013001_15wW2020110423022859SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TL5831 - Image
11/04/2020 23:02:24
http://10.37.248.147/njta/202011/20201104/010_06w/013010_06wW2020110423022486SV_02.jpg
 06w - 10 
OPEN
$8.30
$50.00
$0.00
$58.30","
 TL8855 - Image
11/04/2020 22:57:50
http://10.37.248.147/njta/202011/20201104/007_02w/013007_02wW2020110422575047SV_02.jpg
 02w - 7  
OPEN
$25.55
$50.00
$0.00
$75.55","
 TN823 - Image
11/04/2020 22:51:32
http://10.37.248.147/njta/202011/20201104/012_14w/013012_14wW2020110422513236SV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 TN3688 - Image
11/04/2020 22:50:13
http://10.37.248.147/njta/202011/20201104/18W_09w/01318W_09wW2020110422501363SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM5677 - Image
11/04/2020 22:25:38
http://10.37.248.147/njta/202011/20201104/18W_09w/01318W_09wW2020110422253816SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TN636 - Image
11/04/2020 17:48:17

 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55","
 TM1455 - Image
11/04/2020 15:26:33
http://10.37.248.147/njta/202011/20201104/001_15w/013001_15wW2020110415263383SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 TM4315 - Image
11/04/2020 13:10:38
http://10.37.248.147/njta/202011/20201104/014_22w/013014_22wW2020110413103888SV_02.jpg
 22w - 14 
OPEN
$12.70
$50.00
$0.00
$62.70","
 TL6331 - Image
11/04/2020 03:31:19
http://10.37.248.147/njta/202011/20201104/18W_09w/01318W_09wW2020110403311949SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM1332 - Image
11/04/2020 22:00:23
http://10.37.248.147/njta/202011/20201104/004_06w/013004_06wW2020110422002373SV_02.jpg
 06w - 4  
OPEN
$14.15
$50.00
$0.00
$64.15","
 TL9020 - Image
11/04/2020 20:59:19
http://10.37.248.147/njta/202011/20201104/002_04w/013002_04wW2020110420591969SV_02.jpg
 04w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 TL8432 - Image
11/04/2020 20:21:13
http://10.37.248.147/njta/202011/20201104/07A_07w/01307A_07wW2020110420211343SV_02.jpg
 07w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL8809 - Image
11/04/2020 21:43:22
http://10.37.248.147/njta/202011/20201104/18W_09w/01318W_09wW2020110421432273SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TM4000 - Image
11/04/2020 21:33:51

 05w - 6  
OPEN
$14.50
$50.00
$0.00
$64.50","
 TN689 - Image
11/04/2020 21:29:31
http://10.37.248.147/njta/202011/20201104/18W_09w/01318W_09wW2020110421293119SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TM1467 - Image
11/04/2020 21:13:45
http://10.37.248.147/njta/202011/20201104/008_04w/013008_04wW2020110421134562SV_02.jpg
 04w - 8  
OPEN
$28.00
$50.00
$0.00
$78.00","
 TM733 - Image
11/04/2020 21:11:16
http://10.37.248.147/njta/202011/20201104/001_15w/013001_15wW2020110421111639SV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM3474 - Image
11/04/2020 20:48:24

 04w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 TM740 - Image
11/04/2020 20:25:32
http://10.37.248.147/njta/202011/20201104/014_20w/013014_20wW2020110420253262SV_02.jpg
 20w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40","
 TM6301 - Image
11/04/2020 20:23:37
http://10.37.248.147/njta/202011/20201104/07A_13w/01307A_13wW2020110420233758SV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 TM747 - Image
11/04/2020 20:14:55
http://10.37.248.147/njta/202011/20201104/004_07w/013004_07wW2020110420145525SV_02.jpg
 07w - 4  
OPEN
$52.00
$50.00
$0.00
$102.00","
 TM740 - Image
11/04/2020 19:31:52
http://10.37.248.147/njta/202011/20201104/16W_07w/01316W_07wW2020110419315284SV_02.jpg
 07w - 16W
OPEN
$18.20
$50.00
$0.00
$68.20"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TM3183 - Image
11/04/2020 20:01:08

 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55","
 TL7629 - Image
11/04/2020 15:52:03
http://10.37.248.147/njta/202011/20201104/012_10w/013012_10wW2020110415520379SV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 TM5755 - Image
11/04/2020 15:42:39
http://10.37.248.147/njta/202011/20201104/006_07w/013006_07wW2020110415423984SV_02.jpg
 07w - 6  
OPEN
$52.85
$50.00
$0.00
$102.85","
 TN3988 - Image
11/04/2020 15:11:13
http://10.37.248.147/njta/202011/20201104/012_10w/013012_10wW2020110415111328SV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 TL6907 - Image
11/04/2020 10:13:57
http://10.37.248.147/njta/202011/20201104/013_04w/013013_04wW2020110410135702SV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6525 - Image
11/04/2020 19:14:33
http://10.37.248.147/njta/202011/20201104/003_05w/013003_05wW2020110419143350SV_02.jpg
 05w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55","
 TM3616 - Image
11/04/2020 18:55:28
http://10.37.248.147/njta/202011/20201104/010_04w/013010_04wW2020110418552873SV_02.jpg
 04w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 TM6815 - Image
11/04/2020 18:54:57
http://10.37.248.147/njta/202011/20201104/18W_08w/01318W_08wW2020110418545722SV_02.jpg
 08w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TN951 - Image
11/04/2020 18:50:46

 14w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 TL9529 - Image
11/04/2020 18:38:28
http://10.37.248.147/njta/202011/20201104/012_14w/013012_14wW2020110418382806SV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TL6945 - Image
11/04/2020 18:15:37
http://10.37.248.147/drba/202011/20201104/DMB_11_/016DMB_11_W2020110418153700SV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM6559 - Image
11/04/2020 14:08:46
http://10.37.248.147/drba/202011/20201104/DMB_03_/016DMB_03_W2020110414084600SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL7283 - Image
11/04/2020 10:17:05
http://10.37.248.147/drba/202011/20201104/DMB_09_/016DMB_09_W2020110410170500SV_02.jpg
 09 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TM5558 - Image
11/04/2020 07:18:01
http://10.37.248.147/drba/202011/20201104/DMB_03_/016DMB_03_W2020110407180100SV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 TL7171 - Image
11/04/2020 00:58:08
http://10.37.248.147/drba/202011/20201104/DMB_08_/016DMB_08_W2020110400580800SV_02.jpg
 08 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 TN108 - Image
11/04/2020 18:03:22

 07w - 3  
OPEN
$25.55
$50.00
$0.00
$75.55","
 TM4194 - Image
11/04/2020 18:00:44
http://10.37.248.147/njta/202011/20201104/18W_09w/01318W_09wW2020110418004459SV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 TL9290 - Image
11/04/2020 17:31:41
http://10.37.248.147/njta/202011/20201104/010_06w/013010_06wW2020110417314189SV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 TM3589 - Image
11/04/2020 16:51:04
http://10.37.248.147/njta/202011/20201104/008_03w/013008_03wW2020110416510481SV_02.jpg
 03w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 TN1167 - Image
11/04/2020 16:46:30
http://10.37.248.147/njta/202011/20201104/18W_08w/01318W_08wW2020110416463081SV_02.jpg
 08w - 18W
OPEN
$39.05
$50.00
$0.00
$89.05"
