"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02149 - Image
10/18/2020 21:43:26
http://10.37.248.147/njta/202010/20201018/15W_13w/01315W_13wW2020101821432688DV_02.jpg
 13w - 15W
OPEN
$6.65
$50.00
$0.00
$56.65","
 HV44761 - Image
10/18/2020 21:35:24
http://10.37.248.147/njta/202010/20201018/014_25w/013014_25wW2020101821352463DV_02.jpg
 25w - 14 
OPEN
$13.40
$50.00
$0.00
$63.40","
 HV13472 - Image
10/18/2020 21:28:38
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101821283877DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV20685 - Image
10/18/2020 21:20:27
http://10.37.248.147/njta/202010/20201018/013_03w/013013_03wW2020101821202772DV_02.jpg
 03w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV14830 - Image
10/18/2020 21:05:24
http://10.37.248.147/njta/202010/20201018/012_14w/013012_14wW2020101821052462DV_02.jpg
 14w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV14857 - Image
10/18/2020 20:44:28
http://10.37.248.147/njta/202010/20201018/004_07w/013004_07wW2020101820442831DV_02.jpg
 07w - 4  
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV44726 - Image
10/18/2020 20:30:53
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101820305342DV_02.jpg
 09w - 18W
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV36879 - Image
10/18/2020 20:25:41
http://10.37.248.147/njta/202010/20201018/013_11w/013013_11wW2020101820254119DV_02.jpg
 11w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV45878 - Image
10/18/2020 19:44:29

 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV45878 - Image
10/18/2020 19:34:13
http://10.37.248.147/njta/202010/20201018/010_06w/013010_06wW2020101819341365DV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44169 - Image
10/18/2020 20:25:51

 05n - UNI
OPEN
$7.60
$50.00
$0.00
$57.60"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV19412 - Image
10/18/2020 20:01:06

 09w - 10 
OPEN
$27.05
$50.00
$0.00
$77.05","
 HV36650 - Image
10/18/2020 19:27:12
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101819271230DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV19311 - Image
10/18/2020 19:16:40

 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV37031 - Image
10/18/2020 18:51:37
http://10.37.248.147/njta/202010/20201018/15E_12w/01315E_12wW2020101818513711DV_02.jpg
 12w - 15E
OPEN
$28.70
$50.00
$0.00
$78.70","
 HV30970 - Image
10/18/2020 17:39:07

 10w - 7A 
OPEN
$8.65
$50.00
$0.00
$58.65"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV19757 - Image
10/18/2020 19:57:29
http://10.37.248.147/drjt/202010/20201018/O78_11W/020O78_11WN2020101819572956DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV43439 - Image
10/18/2020 19:25:02
http://10.37.248.147/njta/202010/20201018/006_07w/013006_07wW2020101819250245DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV45986 - Image
10/18/2020 19:12:08
http://10.37.248.147/njta/202010/20201018/004_06w/013004_06wW2020101819120879DV_02.jpg
 06w - 4  
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV40738 - Image
10/18/2020 18:48:11

 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV17626 - Image
10/18/2020 18:47:14

 05w - 6  
OPEN
$14.50
$50.00
$0.00
$64.50","
 HV36631 - Image
10/18/2020 18:43:15
http://10.37.248.147/njta/202010/20201018/13A_18w/01313A_18wW2020101818431571DV_02.jpg
 18w - 13A
OPEN
$17.50
$50.00
$0.00
$67.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44823 - Image
10/18/2020 18:22:05
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101818220518DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV45217 - Image
10/18/2020 17:06:46
http://10.37.248.147/njta/202010/20201018/013_08w/013013_08wW2020101817064607DV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV45764 - Image
10/18/2020 16:41:41
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101816414162DV_02.jpg
 09w - 18W
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV40552 - Image
10/18/2020 16:35:15

 09w - 8A 
OPEN
$17.50
$50.00
$0.00
$67.50","
 HV20357 - Image
10/18/2020 16:33:49
http://10.37.248.147/njta/202010/20201018/13A_13w/01313A_13wW2020101816334912DV_02.jpg
 13w - 13A
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38140 - Image
10/18/2020 18:07:38
http://10.37.248.147/drba/202010/20201018/DMB_03_/016DMB_03_W2020101818073800DV_02.jpg
 03 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38415 - Image
10/18/2020 17:58:25
http://10.37.248.147/drba/202010/20201018/DMB_10_/016DMB_10_W2020101817582500DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV19791 - Image
10/18/2020 16:13:50
http://10.37.248.147/drba/202010/20201018/DMB_11_/016DMB_11_W2020101816135000DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV42869 - Image
10/18/2020 12:11:15
http://10.37.248.147/drba/202010/20201018/DMB_11_/016DMB_11_W2020101812111500DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV14706 - Image
10/18/2020 05:58:40
http://10.37.248.147/drba/202010/20201018/DMB_09_/016DMB_09_W2020101805584000DV_02.jpg
 09 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV36863 - Image
10/18/2020 05:28:16
http://10.37.248.147/drba/202010/20201018/DMB_10_/016DMB_10_W2020101805281600DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV37134 - Image
10/18/2020 17:23:28

 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV19791 - Image
10/18/2020 16:08:14
http://10.37.248.147/njta/202010/20201018/001_15w/013001_15wW2020101816081454DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV20963 - Image
10/18/2020 14:46:52
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101814465275DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV19848 - Image
10/18/2020 14:42:32

 09w - 10 
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV21009 - Image
10/18/2020 14:05:29
http://10.37.248.147/njta/202010/20201018/18W_17w/01318W_17wW2020101814052903DV_02.jpg
 17w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV19634 - Image
10/18/2020 16:16:57
http://10.37.248.147/njta/202010/20201018/18W_08w/01318W_08wW2020101816165764DV_02.jpg
 08w - 18W
OPEN
$43.05
$50.00
$0.00
$93.05","
 HV15226 - Image
10/18/2020 15:54:37
http://10.37.248.147/njta/202010/20201018/006_07w/013006_07wW2020101815543717DV_02.jpg
 07w - 6  
OPEN
$5.90
$50.00
$0.00
$55.90","
 HV19704 - Image
10/18/2020 15:48:39
http://10.37.248.147/njta/202010/20201018/07A_10w/01307A_10wW2020101815483984DV_02.jpg
 10w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV13465 - Image
10/18/2020 15:08:21
http://10.37.248.147/njta/202010/20201018/013_08w/013013_08wW2020101815082154DV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV40199 - Image
10/18/2020 14:49:20
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101814492043DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV19848 - Image
10/18/2020 15:27:53
http://10.37.248.147/drjt/202010/20201018/O78_11W/020O78_11WN2020101815275332DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV17377 - Image
10/18/2020 14:57:30

 15w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV15157 - Image
10/18/2020 13:45:59
http://10.37.248.147/njta/202010/20201018/010_05w/013010_05wW2020101813455958DV_02.jpg
 05w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV46104 - Image
10/18/2020 11:24:09
http://10.37.248.147/njta/202010/20201018/006_07w/013006_07wW2020101811240937DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44726 - Image
10/18/2020 14:46:53

 10w - 12 
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV13387 - Image
10/18/2020 14:25:39
http://10.37.248.147/njta/202010/20201018/18W_08w/01318W_08wW2020101814253964DV_02.jpg
 08w - 18W
OPEN
$21.20
$50.00
$0.00
$71.20","
 HV21046 - Image
10/18/2020 14:20:44

 11w - 12 
OPEN
$11.20
$50.00
$0.00
$61.20","
 HV44351 - Image
10/18/2020 14:08:39

 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 HV39368 - Image
10/18/2020 14:02:42
http://10.37.248.147/njta/202010/20201018/013_04w/013013_04wW2020101814024287DV_02.jpg
 04w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV39569 - Image
10/18/2020 12:23:52

 07w - 10 
OPEN
$8.30
$50.00
$0.00
$58.30"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44222 - Image
10/18/2020 13:21:55
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101813215519DV_02.jpg
 13w - 7A 
OPEN
$3.35
$50.00
$0.00
$53.35","
 HV43484 - Image
10/18/2020 12:35:58
http://10.37.248.147/njta/202010/20201018/07A_06w/01307A_06wW2020101812355803DV_02.jpg
 06w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV44220 - Image
10/18/2020 12:02:38
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101812023899DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV38203 - Image
10/18/2020 11:45:37
http://10.37.248.147/njta/202010/20201018/001_15w/013001_15wW2020101811453782DV_02.jpg
 15w - 1  
OPEN
$44.00
$50.00
$0.00
$94.00","
 HV38247 - Image
10/18/2020 11:44:05
http://10.37.248.147/njta/202010/20201018/001_15w/013001_15wW2020101811440510DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV19566 - Image
10/18/2020 12:48:56
http://10.37.248.147/njta/202010/20201018/012_16w/013012_16wW2020101812485621DV_02.jpg
 16w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV17808 - Image
10/18/2020 12:46:56
http://10.37.248.147/njta/202010/20201018/001_16w/013001_16wW2020101812465654DV_02.jpg
 16w - 1  
OPEN
$67.65
$50.00
$0.00
$117.65","
 HV37615 - Image
10/18/2020 12:23:50
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101812235031DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95","
 HV37586 - Image
10/18/2020 12:18:00

 01s - 6A 
OPEN
$7.40
$50.00
$0.00
$57.40","
 HV36637 - Image
10/18/2020 11:44:26
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101811442646DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV36326 - Image
10/18/2020 12:33:49
http://10.37.248.147/drjt/202010/20201018/DWG_05W/020DWG_05WN2020101812334948DV_02.jpg
 05W - DWG
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV13466 - Image
10/18/2020 07:48:51
http://10.37.248.147/drjt/202010/20201018/O78_11W/020O78_11WN2020101807485196DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV37197 - Image
10/18/2020 05:32:57
http://10.37.248.147/drjt/202010/20201018/O78_12W/020O78_12WN2020101805325786DV_02.jpg
 12W - O78
OPEN
$20.00
$30.00
$0.00
$50.00","
 HV17892 - Image
10/18/2020 03:33:28
http://10.37.248.147/drjt/202010/20201018/TM__05W/020TM__05WN2020101803332800DV_02.jpg
 05W - T-M
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV21082 - Image
10/18/2020 11:27:47
http://10.37.248.147/njta/202010/20201018/07A_10w/01307A_10wW2020101811274709DV_02.jpg
 10w - 7A 
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV17810 - Image
10/18/2020 11:03:09
http://10.37.248.147/njta/202010/20201018/012_17w/013012_17wW2020101811030932DV_02.jpg
 17w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV45107 - Image
10/18/2020 10:34:59

 09w - 10 
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV45964 - Image
10/18/2020 10:24:06
http://10.37.248.147/njta/202010/20201018/001_15w/013001_15wW2020101810240696DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV43752 - Image
10/18/2020 10:22:33
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101810223367DV_02.jpg
 13w - 7A 
OPEN
$9.80
$50.00
$0.00
$59.80"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV45964 - Image
10/18/2020 10:29:43
http://10.37.248.147/drba/202010/20201018/DMB_11_/016DMB_11_W2020101810294300DV_02.jpg
 11 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV40654 - Image
10/18/2020 09:45:58
http://10.37.248.147/njta/202010/20201018/001_15w/013001_15wW2020101809455847DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV39247 - Image
10/18/2020 09:16:56
http://10.37.248.147/njta/202010/20201018/010_09w/013010_09wW2020101809165651DV_02.jpg
 09w - 10 
OPEN
$8.65
$50.00
$0.00
$58.65","
 HV36680 - Image
10/18/2020 09:15:32
http://10.37.248.147/njta/202010/20201018/18E_11w/01318E_11wW2020101809153272DV_02.jpg
 11w - 18E
OPEN
$29.45
$50.00
$0.00
$79.45","
 HV44198 - Image
10/18/2020 08:50:26
http://10.37.248.147/njta/202010/20201018/004_06w/013004_06wW2020101808502663DV_02.jpg
 06w - 4  
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV43484 - Image
10/18/2020 07:21:46
http://10.37.248.147/njta/202010/20201018/001_15w/013001_15wW2020101807214602DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV20460 - Image
10/18/2020 08:44:17
http://10.37.248.147/njta/202010/20201018/002_05w/013002_05wW2020101808441744DV_02.jpg
 05w - 2  
OPEN
$30.85
$50.00
$0.00
$80.85","
 HV13359 - Image
10/18/2020 08:13:40

 08w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV19631 - Image
10/18/2020 06:11:11
http://10.37.248.147/njta/202010/20201018/012_11w/013012_11wW2020101806111126DV_02.jpg
 11w - 12 
OPEN
$14.90
$50.00
$0.00
$64.90","
 HV39843 - Image
10/18/2020 05:36:53
http://10.37.248.147/njta/202010/20201018/009_12w/013009_12wW2020101805365356DV_02.jpg
 12w - 9  
OPEN
$14.50
$50.00
$0.00
$64.50","
 HV15278 - Image
10/18/2020 05:21:02
http://10.37.248.147/njta/202010/20201018/07A_10w/01307A_10wW2020101805210237DV_02.jpg
 10w - 7A 
OPEN
$25.35
$50.00
$0.00
$75.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44069 - Image
10/18/2020 07:21:18
http://10.37.248.147/njta/202010/20201018/012_16w/013012_16wW2020101807211828DV_02.jpg
 16w - 12 
OPEN
$14.90
$50.00
$0.00
$64.90","
 HV44547 - Image
10/18/2020 07:14:36
http://10.37.248.147/njta/202010/20201018/18E_11w/01318E_11wW2020101807143627DV_02.jpg
 11w - 18E
OPEN
$48.70
$50.00
$0.00
$98.70","
 HV39370 - Image
10/18/2020 07:00:51
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101807005178DV_02.jpg
 09w - 18W
OPEN
$21.20
$50.00
$0.00
$71.20","
 HV39901 - Image
10/18/2020 06:16:57
http://10.37.248.147/njta/202010/20201018/010_05w/013010_05wW2020101806165729DV_02.jpg
 05w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75","
 HV45966 - Image
10/18/2020 05:53:20
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101805532025DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02115 - Image
10/18/2020 05:30:37
http://10.37.248.147/drba/202010/20201018/DMB_10_/016DMB_10_W2020101805303700DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00","
 HV02358 - Image
10/18/2020 03:00:59
http://10.37.248.147/drba/202010/20201018/DMB_10_/016DMB_10_W2020101803005900DV_02.jpg
 10 - DMB
OPEN
$35.00
$25.00
$0.00
$60.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV02115 - Image
10/18/2020 05:24:40
http://10.37.248.147/njta/202010/20201018/001_15w/013001_15wW2020101805244055DV_02.jpg
 15w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35","
 HV38811 - Image
10/18/2020 05:01:40
http://10.37.248.147/njta/202010/20201018/012_10w/013012_10wW2020101805014065DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV42992 - Image
10/18/2020 04:33:00
http://10.37.248.147/njta/202010/20201018/013_09w/013013_09wW2020101804330068DV_02.jpg
 09w - 13 
OPEN
$1.65
$50.00
$0.00
$51.65","
 HV14732 - Image
10/18/2020 03:51:24
http://10.37.248.147/njta/202010/20201018/012_13w/013012_13wW2020101803512448DV_02.jpg
 13w - 12 
OPEN
$15.55
$50.00
$0.00
$65.55","
 HV36680 - Image
10/18/2020 03:47:05
http://10.37.248.147/njta/202010/20201018/15E_11w/01315E_11wW2020101803470536DV_02.jpg
 11w - 15E
OPEN
$7.70
$50.00
$0.00
$57.70"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV44846 - Image
10/18/2020 04:28:45
http://10.37.248.147/njta/202010/20201018/013_03w/013013_03wW2020101804284509DV_02.jpg
 03w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV40093 - Image
10/18/2020 04:25:13
http://10.37.248.147/njta/202010/20201018/008_03w/013008_03wW2020101804251351DV_02.jpg
 03w - 8  
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV44807 - Image
10/18/2020 04:09:51
http://10.37.248.147/njta/202010/20201018/15E_11w/01315E_11wW2020101804095139DV_02.jpg
 11w - 15E
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV15073 - Image
10/18/2020 03:53:25
http://10.37.248.147/njta/202010/20201018/012_11w/013012_11wW2020101803532583DV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV15008 - Image
10/18/2020 03:17:08
http://10.37.248.147/njta/202010/20201018/18W_09w/01318W_09wW2020101803170884DV_02.jpg
 09w - 18W
OPEN
$33.95
$50.00
$0.00
$83.95"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV21081 - Image
10/18/2020 04:20:42
http://10.37.248.147/drjt/202010/20201018/O78_11W/020O78_11WN2020101804204212DV_02.jpg
 11W - O78
OPEN
$20.00
$30.00
$0.00
$50.00"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38247 - Image
10/18/2020 03:24:33
http://10.37.248.147/njta/202010/20201018/012_11w/013012_11wW2020101803243342DV_02.jpg
 11w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV39337 - Image
10/18/2020 02:57:54
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101802575454DV_02.jpg
 13w - 7A 
OPEN
$19.40
$50.00
$0.00
$69.40","
 HV36879 - Image
10/18/2020 02:15:32
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101802153277DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV44540 - Image
10/18/2020 02:09:59
http://10.37.248.147/njta/202010/20201018/15E_12w/01315E_12wW2020101802095924DV_02.jpg
 12w - 15E
OPEN
$11.40
$50.00
$0.00
$61.40","
 HV45210 - Image
10/18/2020 02:00:49
http://10.37.248.147/njta/202010/20201018/001_16w/013001_16wW2020101802004904DV_02.jpg
 16w - 1  
OPEN
$48.35
$50.00
$0.00
$98.35"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV19568 - Image
10/18/2020 02:25:07
http://10.37.248.147/njta/202010/20201018/012_13w/013012_13wW2020101802250761DV_02.jpg
 13w - 12 
OPEN
$7.70
$50.00
$0.00
$57.70","
 HV40093 - Image
10/18/2020 02:14:39
http://10.37.248.147/njta/202010/20201018/006_07w/013006_07wW2020101802143907DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10","
 HV20180 - Image
10/18/2020 00:44:41
http://10.37.248.147/njta/202010/20201018/012_10w/013012_10wW2020101800444195DV_02.jpg
 10w - 12 
OPEN
$17.80
$50.00
$0.00
$67.80","
 HV43533 - Image
10/18/2020 00:34:06
http://10.37.248.147/njta/202010/20201018/010_09w/013010_09wW2020101800340660DV_02.jpg
 09w - 10 
OPEN
$10.95
$50.00
$0.00
$60.95","
 HV17455 - Image
10/18/2020 00:29:14
http://10.37.248.147/njta/202010/20201018/006_07w/013006_07wW2020101800291439DV_02.jpg
 07w - 6  
OPEN
$26.10
$50.00
$0.00
$76.10"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV14777 - Image
10/18/2020 01:47:55
http://10.37.248.147/njta/202010/20201018/07A_13w/01307A_13wW2020101801475525DV_02.jpg
 13w - 7A 
OPEN
$23.00
$50.00
$0.00
$73.00","
 HV40487 - Image
10/18/2020 01:38:31
http://10.37.248.147/njta/202010/20201018/013_08w/013013_08wW2020101801383176DV_02.jpg
 08w - 13 
OPEN
$18.20
$50.00
$0.00
$68.20","
 HV40050 - Image
10/18/2020 00:33:56
http://10.37.248.147/njta/202010/20201018/08A_09w/01308A_09wW2020101800335643DV_02.jpg
 09w - 8A 
OPEN
$17.50
$50.00
$0.00
$67.50","
 HV39192 - Image
10/18/2020 00:30:23
http://10.37.248.147/njta/202010/20201018/013_08w/013013_08wW2020101800302358DV_02.jpg
 08w - 13 
OPEN
$14.15
$50.00
$0.00
$64.15","
 HV38566 - Image
10/18/2020 00:08:56
http://10.37.248.147/njta/202010/20201018/007_05w/013007_05wW2020101800085667DV_02.jpg
 05w - 7  
OPEN
$25.55
$50.00
$0.00
$75.55"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV38566 - Image
10/18/2020 00:38:15
http://10.37.248.147/dr/202010/20201018/1___11W/0071___11WW2020101800381500DV_02.jpg
 11W - BRB
OPEN
$37.50
$25.00
$0.00
$62.50"
"
License Plate Number
Date & Time
Facility(Roadway or Bridge)
Interchange# - Toll Plaza
Status*
Toll
Fee
NSF Fee
Amt Due","
 HV43752 - Image
10/17/2020 23:41:19
http://10.37.248.147/njta/202010/20201017/010_06w/013010_06wW2020101723411945DV_02.jpg
 06w - 10 
OPEN
$11.75
$50.00
$0.00
$61.75"
